slp;ds;slp;slp;slp;ds;ds;slp;slp;sfp;ds;slp;slp;sfp;ds;sfp;slp;slp;ds;sfp;ds;slp;sfp;slp;ds;ds;ds;slp;ds;slp;slp;slp;ds;sfp;slp;ds;slp;sfp;sfp;ds;slp;sfp;sfp;sfp;ds;slp;slp;ds;ds;ds;slp;slp;ds;sfp;slp;sfp;slp;sfp;slp;slp;ds;ds;slp;sfp;sfp;slp;ds;sfp;slp;ds;slp;ds;ds;sfp;ds;slp;sfp;ds;slp;sfp;sfp;ds;ds;ds;ds;sfp;sfp;slp;sfp;slp;ds;sfp;sfp;ds;slp;sfp;slp;sfp;sfp;slp;,ds(90:rp:rp;il(28):rp:rp;rp;rp;lf(50):dr:rp;ds(88:rp:dr;il(67):dr:dr;rp;il(67):rp:dr;lf(14):rp:rp;il(38):rp:rp;ds(25:dr:dr;lf(99):dr:dr;lf(66):rp:rp;lf(71):rp:dr;il(20):rp:dr;ds(60:rp:rp;lf(34):dr:rp;ds(78:rp:rp;lf(52):rp:rp;il(30):rp:rp;ds(83:rp:rp;lf(2):rp:dr;il(70):rp:dr;lf(81):rp:rp;dr;lf(56):dr:dr;dr;ds(30:dr:rp;lf(87):rp:rp;il(13):dr:rp;ds(7:rp:rp;ds(31:rp:rp;il(5):rp:rp;ds(7:rp:dr;il(95):dr:dr;il(22):rp:dr;lf(79):dr:dr;ds(67:rp:dr;il(34):dr:rp;lf(75):dr:rp;lf(63):dr:rp;dr;dr;il(29):dr:rp;dr;lf(75):rp:dr;lf(84):rp:dr;il(59):dr:dr;dr;il(52):dr:dr;lf(24):rp:dr;il(59):rp:dr;ds(65:rp:rp;lf(43):dr:dr;lf(68):dr:rp;lf(22):rp:rp;il(20):rp:rp;lf(75):dr:dr;rp;lf(39):rp:rp;il(83):rp:rp;lf(19):dr:rp;ds(63:rp:dr;lf(87):dr:rp;ds(56:dr:dr;lf(40):dr:rp;lf(13):rp:dr;lf(59):dr:rp;lf(61):rp:rp;lf(65):rp:rp;il(15):rp:rp;lf(43):rp:dr;dr;ds(79:dr:dr;il(96):rp:rp;ds(58:rp:rp;il(5):dr:dr;ds(19:rp:dr;ds(91:dr:rp;dr;ds(55:rp:dr;ds(25:rp:rp;ds(38:rp:rp;lf(31):rp:rp;il(49):dr:dr;il(16):rp:dr;ds(82:rp:rp;lf(38):rp:rp;rp;lf(11):dr:rp;rp;il(92):dr:dr;lf(75):rp:dr;dr;ds(64:dr:dr;ds(2:rp:dr;il(46):dr:rp;lf(29):rp:rp;lf(52):dr:rp;,5562
slp;ds;slp;slp;sfp;sfp;sfp;slp;sfp;slp;sfp;slp;ds;sfp;sfp;slp;sfp;sfp;slp;slp;sfp;slp;ds;ds;sfp;slp;slp;ds;sfp;ds;slp;ds;ds;ds;sfp;slp;slp;sfp;sfp;slp;ds;slp;slp;ds;sfp;slp;ds;sfp;sfp;slp;sfp;sfp;sfp;slp;slp;sfp;ds;slp;ds;sfp;sfp;slp;slp;sfp;ds;ds;ds;slp;ds;ds;ds;slp;slp;slp;ds;sfp;slp;slp;ds;slp;slp;slp;ds;ds;slp;sfp;sfp;ds;sfp;slp;ds;ds;ds;slp;sfp;slp;ds;sfp;slp;slp;,ds(88:rp:rp;ds(69:dr:dr;rp;lf(26):rp:dr;ds(97:dr:rp;rp;il(72):rp:rp;ds(5:rp:rp;rp;rp;lf(35):dr:rp;dr;ds(70:dr:dr;ds(13:rp:rp;ds(78:dr:rp;dr;rp;dr;lf(53):rp:dr;lf(7):rp:rp;il(97):dr:rp;il(50):rp:dr;dr;dr;rp;ds(0:dr:rp;ds(38:dr:rp;ds(18:dr:dr;lf(83):dr:dr;lf(21):rp:rp;rp;lf(91):rp:dr;lf(2):rp:rp;il(81):dr:rp;il(77):dr:rp;dr;ds(12:rp:rp;rp;il(26):dr:rp;ds(71:rp:dr;lf(63):dr:rp;ds(74:dr:dr;ds(43:rp:rp;dr;lf(9):dr:rp;ds(35:rp:rp;il(53):dr:dr;il(71):rp:dr;ds(35:rp:dr;dr;rp;il(40):rp:dr;ds(56:rp:dr;lf(56):dr:rp;lf(28):dr:dr;lf(31):rp:dr;dr;il(13):rp:rp;il(18):dr:rp;rp;il(93):rp:dr;lf(79):rp:rp;il(69):rp:dr;ds(82:rp:rp;il(7):dr:dr;lf(71):rp:dr;ds(0:rp:dr;ds(37:rp:dr;lf(33):dr:rp;rp;lf(90):dr:dr;rp;ds(23:dr:dr;il(56):dr:rp;ds(60:dr:dr;ds(0:rp:dr;lf(95):rp:dr;il(79):dr:rp;ds(86:rp:dr;dr;ds(73:rp:dr;il(87):rp:rp;il(88):dr:dr;rp;lf(6):dr:rp;lf(68):rp:dr;dr;lf(29):dr:dr;lf(43):dr:rp;lf(0):rp:dr;ds(95:rp:dr;ds(20:rp:rp;lf(37):rp:rp;il(78):rp:rp;lf(98):dr:rp;rp;il(86):dr:rp;lf(82):rp:rp;lf(94):dr:rp;il(44):dr:rp;,5888
sfp;sfp;ds;slp;slp;slp;ds;sfp;slp;ds;slp;sfp;sfp;slp;sfp;sfp;slp;slp;sfp;sfp;ds;slp;slp;ds;sfp;slp;ds;ds;ds;sfp;slp;ds;slp;slp;slp;sfp;sfp;ds;sfp;ds;ds;ds;sfp;ds;ds;sfp;ds;ds;ds;ds;ds;ds;ds;sfp;slp;sfp;slp;ds;ds;sfp;sfp;slp;slp;slp;sfp;ds;slp;slp;ds;ds;sfp;sfp;sfp;sfp;sfp;sfp;ds;slp;sfp;slp;sfp;slp;sfp;slp;slp;ds;slp;sfp;ds;slp;ds;ds;sfp;sfp;slp;slp;slp;slp;sfp;sfp;,lf(96):rp:dr;ds(38:rp:dr;ds(37:rp:rp;dr;ds(22:rp:dr;dr;il(35):rp:rp;il(67):dr:dr;il(38):dr:rp;dr;ds(61:dr:dr;ds(80:rp:rp;lf(69):rp:rp;dr;lf(15):dr:dr;il(22):rp:dr;il(83):rp:dr;il(20):dr:rp;ds(91:rp:rp;lf(2):dr:rp;il(49):rp:rp;ds(97:dr:dr;dr;dr;lf(29):rp:dr;lf(55):rp:rp;dr;dr;dr;il(34):dr:dr;rp;dr;dr;lf(97):rp:dr;il(8):dr:rp;ds(59:rp:rp;il(20):rp:dr;ds(16:rp:dr;il(54):dr:dr;ds(48:rp:dr;il(76):rp:dr;il(43):rp:dr;ds(77:dr:rp;il(70):dr:rp;lf(38):rp:rp;dr;ds(17:rp:rp;lf(32):rp:rp;lf(87):rp:rp;rp;lf(51):dr:dr;il(71):dr:rp;ds(27:rp:dr;il(12):dr:dr;ds(30:rp:dr;lf(85):dr:rp;ds(61:dr:dr;dr;il(99):rp:dr;ds(53:rp:dr;ds(74:dr:rp;ds(71:dr:dr;ds(65:dr:rp;ds(94:dr:rp;lf(10):rp:dr;lf(73):rp:rp;il(53):rp:rp;dr;ds(10:dr:dr;il(22):rp:dr;rp;dr;il(29):dr:dr;il(52):dr:rp;rp;ds(45:rp:dr;rp;lf(29):dr:rp;dr;dr;lf(80):dr:rp;ds(3:rp:dr;ds(48:dr:dr;lf(14):dr:rp;lf(20):rp:rp;lf(81):rp:dr;ds(10:rp:dr;il(56):dr:dr;rp;rp;dr;rp;il(44):rp:dr;lf(81):rp:dr;dr;il(77):rp:dr;lf(21):dr:dr;dr;lf(3):rp:rp;lf(92):dr:rp;,4815
ds;ds;ds;sfp;slp;slp;sfp;ds;ds;ds;ds;slp;slp;slp;slp;sfp;slp;slp;sfp;slp;sfp;ds;sfp;sfp;ds;ds;ds;slp;slp;sfp;slp;sfp;ds;slp;sfp;ds;sfp;slp;sfp;sfp;ds;sfp;sfp;slp;slp;ds;sfp;sfp;ds;ds;ds;slp;sfp;ds;slp;sfp;ds;ds;slp;ds;sfp;sfp;slp;ds;slp;slp;slp;slp;slp;slp;slp;slp;sfp;ds;ds;sfp;sfp;slp;sfp;ds;ds;sfp;sfp;slp;sfp;ds;ds;sfp;sfp;slp;slp;ds;slp;ds;sfp;slp;ds;sfp;slp;slp;,rp;il(29):rp:rp;il(12):dr:rp;il(88):dr:rp;il(60):rp:rp;ds(64:rp:rp;ds(27:dr:rp;il(81):dr:dr;ds(48:rp:dr;il(95):dr:rp;il(33):rp:rp;lf(27):rp:rp;il(54):dr:dr;rp;il(77):rp:dr;rp;lf(94):rp:rp;ds(35:rp:rp;il(19):dr:dr;ds(68:rp:dr;il(55):rp:dr;dr;ds(19:rp:dr;lf(97):rp:dr;il(25):dr:dr;ds(1:dr:dr;ds(2:rp:rp;il(28):rp:dr;lf(8):dr:dr;lf(86):rp:dr;il(18):rp:dr;lf(82):rp:dr;rp;il(29):rp:rp;il(85):rp:rp;il(29):dr:dr;lf(82):rp:rp;lf(69):dr:rp;il(11):rp:rp;il(71):rp:rp;ds(9:dr:dr;il(88):rp:dr;ds(4:dr:dr;rp;ds(79:dr:rp;lf(57):dr:rp;dr;il(57):dr:rp;il(13):rp:dr;ds(44:rp:rp;lf(5):dr:rp;rp;lf(76):rp:rp;ds(35:dr:rp;ds(13:rp:dr;il(75):rp:dr;dr;dr;rp;rp;lf(2):rp:dr;dr;il(7):dr:dr;il(63):dr:rp;dr;rp;dr;dr;dr;il(72):rp:dr;lf(79):dr:rp;lf(15):rp:rp;ds(12:dr:rp;rp;ds(47:dr:dr;ds(36:rp:dr;lf(45):rp:rp;lf(2):dr:rp;dr;lf(22):dr:rp;rp;lf(87):dr:dr;il(53):dr:rp;lf(29):dr:rp;lf(0):dr:rp;lf(79):rp:dr;rp;ds(82:dr:rp;il(46):dr:dr;il(85):dr:dr;il(73):rp:rp;il(92):rp:dr;dr;lf(47):rp:rp;rp;rp;lf(18):rp:rp;lf(46):dr:dr;lf(19):dr:rp;lf(31):dr:dr;,5400
slp;sfp;sfp;ds;sfp;ds;slp;ds;sfp;sfp;sfp;slp;ds;slp;sfp;slp;slp;sfp;slp;slp;ds;sfp;ds;slp;slp;ds;ds;sfp;sfp;sfp;ds;sfp;slp;sfp;slp;sfp;ds;ds;ds;sfp;ds;slp;ds;slp;slp;slp;sfp;sfp;slp;slp;slp;ds;sfp;ds;ds;sfp;sfp;slp;ds;slp;sfp;sfp;sfp;slp;sfp;slp;sfp;sfp;sfp;slp;ds;slp;ds;slp;ds;ds;slp;sfp;ds;slp;ds;slp;ds;sfp;slp;slp;slp;sfp;sfp;sfp;sfp;sfp;sfp;slp;ds;sfp;slp;slp;ds;sfp;,lf(8):dr:dr;rp;lf(65):dr:rp;ds(78:dr:rp;il(72):rp:rp;ds(91:rp:dr;rp;rp;ds(11:rp:rp;rp;dr;rp;rp;ds(90:dr:rp;lf(37):dr:dr;dr;lf(70):dr:dr;il(36):rp:dr;ds(89:dr:dr;ds(38:rp:dr;lf(35):dr:dr;ds(1:dr:dr;lf(87):rp:rp;lf(1):rp:dr;il(50):dr:dr;il(15):dr:dr;il(34):rp:dr;ds(96:dr:rp;lf(26):dr:rp;rp;il(10):rp:rp;lf(35):rp:dr;dr;dr;il(46):rp:dr;il(29):rp:dr;ds(72:dr:rp;il(50):rp:rp;lf(16):dr:dr;ds(39:dr:dr;lf(56):rp:dr;rp;dr;lf(73):dr:rp;ds(20:dr:rp;lf(30):rp:dr;ds(68:rp:dr;ds(9:rp:dr;ds(34:dr:dr;rp;rp;il(10):dr:rp;lf(96):rp:rp;il(26):dr:dr;ds(7:dr:dr;ds(42:rp:rp;rp;lf(92):dr:dr;lf(7):rp:rp;rp;ds(1:rp:dr;lf(25):dr:rp;rp;rp;ds(18:rp:dr;ds(7:dr:dr;lf(93):dr:dr;il(0):dr:dr;lf(55):rp:rp;lf(85):dr:rp;rp;dr;ds(27:dr:dr;dr;lf(48):dr:rp;dr;rp;lf(84):dr:dr;lf(63):dr:dr;ds(8:dr:rp;il(74):rp:rp;il(94):dr:rp;il(33):rp:dr;ds(2:rp:rp;ds(23:rp:dr;il(37):rp:dr;lf(91):dr:rp;il(36):rp:rp;il(83):dr:dr;ds(69:rp:rp;lf(68):dr:rp;il(42):dr:rp;lf(38):rp:dr;il(50):dr:dr;il(97):rp:rp;dr;ds(68:rp:dr;ds(21:rp:rp;lf(61):rp:rp;lf(32):rp:dr;,5067
slp;ds;ds;sfp;ds;sfp;slp;sfp;ds;sfp;sfp;ds;sfp;sfp;ds;sfp;ds;slp;sfp;ds;sfp;slp;slp;sfp;ds;ds;ds;ds;sfp;slp;slp;ds;sfp;ds;sfp;slp;sfp;slp;ds;ds;slp;sfp;slp;slp;ds;ds;ds;ds;sfp;slp;sfp;slp;sfp;ds;ds;slp;sfp;sfp;ds;slp;slp;slp;sfp;sfp;ds;slp;ds;ds;slp;slp;sfp;ds;sfp;ds;sfp;sfp;slp;sfp;slp;ds;sfp;ds;ds;slp;sfp;sfp;ds;ds;ds;slp;sfp;sfp;slp;ds;ds;ds;sfp;slp;ds;sfp;,il(95):dr:dr;dr;il(76):dr:rp;ds(59:rp:dr;il(55):rp:dr;rp;il(42):rp:rp;il(78):rp:rp;lf(77):dr:dr;il(91):rp:dr;dr;lf(38):dr:rp;il(13):dr:dr;il(45):dr:rp;dr;ds(39:dr:rp;dr;ds(0:rp:dr;lf(58):dr:dr;lf(42):rp:dr;lf(46):rp:rp;il(24):rp:dr;il(63):rp:rp;il(98):rp:dr;lf(70):dr:rp;lf(32):dr:dr;dr;dr;il(11):dr:rp;lf(1):dr:dr;rp;lf(83):rp:rp;rp;il(17):rp:rp;lf(81):dr:rp;lf(71):dr:rp;ds(19:rp:dr;lf(77):dr:dr;lf(70):dr:dr;lf(10):dr:dr;lf(93):rp:rp;il(8):dr:dr;lf(57):rp:dr;ds(43:dr:rp;lf(76):rp:rp;lf(20):rp:rp;ds(45:dr:rp;rp;il(64):dr:dr;lf(46):rp:dr;ds(76:rp:dr;ds(24:dr:rp;lf(34):dr:rp;dr;ds(9:rp:rp;rp;il(85):rp:dr;il(64):dr:rp;lf(42):dr:dr;il(99):dr:rp;lf(21):dr:rp;lf(29):dr:dr;il(53):dr:dr;lf(15):rp:dr;il(27):dr:rp;lf(30):dr:dr;lf(78):rp:dr;ds(62:dr:rp;il(99):dr:dr;ds(0:dr:rp;lf(89):rp:rp;ds(25:dr:rp;ds(7:dr:dr;il(34):dr:dr;ds(44:dr:rp;il(98):dr:dr;rp;dr;rp;lf(30):dr:dr;lf(38):dr:dr;ds(0:rp:dr;il(92):dr:rp;ds(65:rp:rp;lf(21):dr:rp;il(63):rp:rp;lf(86):dr:rp;rp;il(32):dr:rp;il(2):rp:dr;il(86):rp:dr;lf(99):dr:dr;dr;ds(82:rp:dr;dr;il(91):rp:dr;rp;rp;rp;dr;,3945
ds;slp;sfp;ds;slp;ds;slp;slp;ds;slp;ds;slp;sfp;sfp;sfp;ds;sfp;sfp;slp;ds;ds;slp;sfp;ds;sfp;ds;sfp;ds;sfp;sfp;ds;sfp;slp;ds;sfp;sfp;sfp;sfp;ds;ds;slp;ds;ds;ds;slp;ds;slp;sfp;ds;ds;slp;sfp;slp;ds;sfp;ds;slp;slp;sfp;ds;sfp;ds;sfp;sfp;ds;sfp;ds;slp;ds;slp;ds;ds;ds;sfp;slp;sfp;sfp;sfp;sfp;ds;slp;slp;ds;sfp;ds;slp;ds;ds;slp;sfp;ds;ds;slp;slp;sfp;slp;sfp;ds;slp;ds;,ds(37:rp:rp;rp;il(45):rp:dr;il(63):rp:rp;il(33):dr:rp;lf(91):dr:rp;il(18):dr:dr;il(19):dr:dr;lf(11):dr:dr;lf(27):dr:rp;il(93):rp:rp;ds(54:dr:dr;lf(5):rp:dr;il(47):dr:rp;il(75):dr:dr;ds(68:dr:rp;il(54):rp:rp;rp;il(85):rp:rp;lf(49):dr:rp;lf(95):rp:dr;ds(63:rp:rp;il(53):dr:rp;lf(55):rp:dr;lf(27):dr:dr;lf(33):dr:dr;lf(45):rp:rp;lf(54):dr:rp;il(34):dr:dr;il(81):rp:rp;ds(36:rp:dr;dr;rp;lf(67):dr:rp;il(45):dr:dr;il(33):rp:rp;lf(70):dr:rp;rp;ds(56:dr:dr;ds(10:dr:rp;il(46):rp:rp;ds(48:rp:rp;rp;lf(59):rp:dr;lf(76):dr:dr;ds(23:rp:dr;il(65):rp:dr;lf(21):dr:rp;il(95):rp:rp;rp;rp;ds(11:rp:rp;il(18):rp:dr;il(60):rp:rp;dr;ds(98:rp:dr;ds(62:rp:dr;lf(67):rp:rp;ds(84:dr:dr;lf(20):rp:dr;il(59):dr:rp;ds(20:dr:dr;rp;lf(95):dr:rp;il(63):rp:rp;lf(18):dr:rp;il(40):rp:dr;ds(14:dr:rp;ds(62:rp:rp;ds(25:dr:dr;rp;dr;dr;ds(31:rp:dr;lf(54):dr:dr;il(51):rp:dr;il(72):rp:rp;rp;lf(94):rp:dr;rp;lf(51):dr:dr;ds(37:rp:dr;il(53):dr:rp;rp;ds(85:rp:dr;ds(59:rp:rp;il(80):dr:rp;lf(90):dr:dr;lf(72):dr:dr;rp;rp;il(47):rp:rp;ds(92:rp:rp;il(38):rp:dr;il(96):dr:rp;dr;il(71):dr:rp;ds(40:rp:dr;il(92):dr:rp;dr;,3947
sfp;ds;sfp;sfp;ds;sfp;slp;ds;slp;sfp;slp;sfp;ds;slp;ds;slp;ds;slp;ds;sfp;slp;slp;ds;sfp;ds;ds;slp;sfp;ds;ds;sfp;ds;sfp;ds;slp;ds;sfp;ds;sfp;sfp;ds;ds;slp;slp;slp;slp;sfp;ds;sfp;sfp;ds;slp;ds;ds;slp;sfp;sfp;ds;slp;sfp;ds;slp;sfp;slp;sfp;slp;sfp;ds;sfp;sfp;slp;ds;ds;slp;ds;sfp;ds;slp;slp;ds;ds;sfp;ds;slp;sfp;ds;ds;slp;slp;sfp;slp;sfp;slp;ds;ds;sfp;sfp;sfp;sfp;ds;,rp;lf(59):dr:rp;il(78):rp:rp;ds(2:dr:rp;ds(49:rp:rp;il(8):rp:rp;il(46):dr:rp;il(63):dr:rp;lf(41):rp:rp;il(3):rp:rp;dr;il(99):dr:dr;ds(63:rp:dr;dr;il(48):rp:dr;il(17):dr:dr;il(63):rp:dr;dr;dr;ds(18:dr:dr;il(19):rp:rp;dr;il(74):dr:rp;dr;dr;ds(76:rp:rp;ds(76:rp:rp;lf(8):dr:dr;ds(5:rp:dr;lf(85):rp:rp;ds(28:dr:dr;rp;il(19):dr:rp;lf(92):rp:rp;lf(47):dr:rp;il(33):dr:rp;il(61):dr:dr;dr;rp;ds(25:dr:dr;ds(49:dr:rp;il(8):dr:dr;lf(51):dr:rp;ds(83:rp:dr;lf(92):dr:dr;lf(21):dr:rp;rp;lf(48):dr:rp;lf(26):dr:dr;il(54):rp:dr;il(16):dr:rp;ds(66:dr:rp;lf(43):dr:rp;ds(46:rp:dr;ds(86:rp:dr;il(65):dr:dr;lf(78):rp:dr;dr;lf(7):dr:dr;lf(86):dr:rp;lf(28):rp:rp;lf(3):dr:dr;lf(2):dr:rp;ds(8:rp:dr;il(91):rp:dr;il(26):rp:rp;il(52):rp:rp;il(37):dr:rp;lf(48):dr:rp;il(71):dr:rp;dr;rp;il(49):rp:dr;il(70):dr:dr;ds(58:rp:rp;il(58):dr:rp;il(89):dr:rp;ds(98:rp:rp;rp;lf(6):dr:dr;il(93):dr:dr;lf(97):rp:dr;il(97):dr:rp;ds(98:dr:rp;lf(90):rp:dr;lf(1):dr:rp;il(20):dr:dr;il(57):rp:rp;il(40):dr:dr;ds(70:rp:dr;ds(10:dr:dr;il(63):rp:dr;lf(48):dr:rp;dr;il(98):dr:dr;rp;lf(29):dr:rp;ds(47:rp:dr;ds(99:rp:dr;ds(9:rp:dr;,4304
sfp;ds;sfp;sfp;sfp;slp;sfp;ds;slp;ds;sfp;sfp;ds;ds;ds;sfp;sfp;ds;slp;ds;ds;ds;slp;ds;slp;slp;ds;ds;slp;ds;sfp;ds;ds;sfp;slp;slp;slp;slp;slp;slp;slp;sfp;ds;slp;sfp;sfp;ds;sfp;sfp;sfp;sfp;sfp;sfp;ds;slp;sfp;sfp;slp;sfp;ds;ds;ds;sfp;ds;slp;ds;ds;ds;slp;sfp;ds;ds;slp;sfp;sfp;slp;sfp;sfp;slp;slp;sfp;ds;sfp;sfp;slp;sfp;sfp;ds;sfp;sfp;slp;sfp;slp;sfp;slp;ds;slp;slp;sfp;sfp;,lf(12):rp:rp;lf(23):dr:dr;lf(22):rp:rp;ds(76:dr:dr;lf(75):rp:dr;il(88):dr:dr;lf(19):dr:dr;ds(8:rp:dr;lf(2):dr:dr;ds(57:dr:rp;rp;lf(18):rp:rp;lf(5):dr:dr;ds(34:rp:dr;rp;il(51):dr:dr;ds(66:rp:dr;rp;il(48):rp:dr;il(29):rp:dr;il(93):rp:rp;lf(5):dr:dr;ds(73:rp:dr;ds(78:dr:rp;ds(68:rp:rp;il(65):rp:rp;lf(20):dr:dr;rp;ds(21:dr:rp;ds(48:rp:dr;dr;il(40):rp:rp;rp;il(18):dr:dr;lf(57):rp:rp;lf(73):rp:rp;ds(4:rp:dr;il(4):rp:rp;dr;lf(10):rp:dr;ds(45:rp:rp;ds(7:dr:rp;rp;lf(27):dr:dr;dr;ds(69:rp:dr;ds(90:rp:dr;lf(36):rp:dr;il(99):rp:rp;ds(2:dr:dr;ds(63:rp:rp;dr;ds(48:dr:rp;dr;rp;il(10):rp:dr;dr;il(86):dr:rp;rp;il(18):dr:rp;il(32):dr:dr;ds(98:rp:dr;ds(71:dr:rp;il(10):dr:dr;rp;dr;rp;lf(12):dr:rp;ds(72:rp:dr;lf(44):dr:rp;ds(96:dr:rp;lf(66):rp:rp;rp;rp;dr;il(61):dr:dr;ds(8:dr:rp;il(15):dr:rp;ds(56:rp:rp;il(95):dr:dr;lf(89):rp:rp;ds(78:dr:rp;il(64):dr:dr;ds(2:rp:rp;il(64):dr:dr;lf(53):dr:rp;lf(5):dr:rp;ds(56:rp:dr;ds(93:dr:rp;lf(26):rp:dr;il(78):rp:rp;dr;il(13):rp:rp;lf(21):rp:dr;ds(79:rp:dr;il(89):dr:dr;dr;rp;il(64):rp:dr;ds(65:rp:rp;,4236
ds;sfp;sfp;ds;sfp;slp;sfp;slp;sfp;ds;slp;sfp;sfp;sfp;sfp;ds;sfp;ds;ds;slp;sfp;ds;slp;sfp;slp;sfp;slp;sfp;ds;slp;slp;slp;ds;sfp;slp;sfp;ds;sfp;slp;ds;ds;sfp;slp;ds;slp;ds;ds;ds;sfp;slp;sfp;sfp;slp;slp;slp;slp;ds;sfp;slp;sfp;ds;ds;slp;ds;ds;sfp;slp;slp;ds;ds;sfp;sfp;ds;ds;slp;slp;slp;slp;sfp;slp;sfp;sfp;ds;sfp;sfp;ds;sfp;slp;ds;sfp;ds;ds;slp;sfp;ds;ds;sfp;ds;ds;slp;,il(0):rp:rp;il(1):dr:dr;rp;rp;il(33):rp:rp;lf(0):rp:rp;dr;rp;dr;il(61):dr:rp;lf(10):rp:dr;il(54):rp:dr;lf(0):dr:dr;rp;rp;rp;il(33):rp:rp;il(72):dr:rp;dr;dr;il(86):rp:dr;dr;lf(64):dr:dr;ds(11:dr:dr;il(38):dr:rp;dr;lf(15):rp:dr;ds(9:rp:rp;lf(95):dr:rp;ds(36:dr:dr;ds(10:dr:dr;lf(2):dr:dr;rp;il(46):dr:dr;il(77):dr:dr;rp;dr;lf(3):dr:dr;lf(5):rp:dr;lf(78):dr:dr;dr;ds(64:dr:rp;il(39):rp:rp;ds(69:rp:dr;ds(25:dr:dr;lf(29):rp:rp;lf(34):dr:rp;dr;il(18):dr:dr;lf(33):rp:dr;ds(34:dr:rp;dr;lf(30):rp:rp;lf(68):rp:rp;ds(8:dr:rp;il(19):dr:dr;ds(63:dr:rp;ds(18:dr:rp;lf(0):dr:rp;lf(61):rp:dr;ds(16:dr:dr;il(79):rp:dr;rp;ds(87:rp:rp;rp;lf(27):dr:dr;ds(41:dr:rp;il(96):rp:rp;dr;il(63):dr:dr;ds(66:dr:rp;dr;ds(38:rp:dr;dr;lf(84):rp:rp;lf(31):rp:dr;il(61):dr:dr;rp;ds(78:rp:dr;il(89):dr:rp;il(80):rp:dr;il(81):rp:dr;il(17):rp:rp;lf(42):dr:dr;lf(18):dr:dr;lf(98):rp:rp;lf(29):rp:dr;il(99):rp:rp;rp;rp;lf(79):rp:rp;rp;dr;ds(5:dr:rp;il(66):dr:dr;il(13):dr:dr;ds(83:dr:dr;il(80):rp:rp;il(94):dr:dr;lf(7):dr:dr;,4576
sfp;ds;slp;sfp;sfp;sfp;slp;ds;ds;ds;sfp;sfp;ds;slp;sfp;slp;ds;slp;sfp;sfp;ds;slp;ds;ds;ds;sfp;ds;ds;ds;sfp;ds;slp;ds;ds;ds;sfp;ds;sfp;slp;ds;sfp;slp;slp;slp;ds;ds;slp;ds;ds;ds;ds;ds;sfp;ds;sfp;slp;slp;ds;sfp;slp;slp;ds;ds;sfp;ds;ds;sfp;sfp;sfp;sfp;sfp;sfp;sfp;slp;slp;sfp;ds;ds;ds;ds;sfp;sfp;ds;sfp;sfp;slp;slp;ds;ds;sfp;slp;sfp;slp;ds;sfp;ds;ds;slp;ds;ds;,il(76):dr:rp;ds(77:rp:dr;rp;ds(90:dr:dr;il(42):dr:dr;dr;il(17):rp:rp;il(23):rp:rp;il(19):rp:rp;ds(2:rp:dr;rp;lf(7):rp:dr;il(40):rp:dr;il(85):rp:dr;ds(37:rp:dr;rp;lf(22):rp:rp;dr;il(71):rp:rp;dr;ds(12:rp:rp;lf(59):rp:dr;rp;lf(28):dr:dr;ds(38:dr:dr;ds(20:rp:rp;dr;il(50):rp:rp;lf(75):dr:dr;ds(43:dr:dr;rp;ds(71:dr:rp;il(78):rp:dr;rp;lf(48):rp:dr;il(40):rp:dr;il(86):dr:dr;ds(41:dr:rp;il(26):dr:rp;lf(5):rp:dr;rp;il(81):dr:dr;il(5):rp:dr;lf(0):rp:rp;il(24):rp:dr;lf(17):dr:dr;rp;rp;dr;lf(16):rp:dr;ds(79:dr:rp;il(9):rp:rp;il(16):rp:dr;dr;il(20):dr:rp;dr;rp;lf(98):dr:dr;dr;il(62):dr:rp;lf(32):rp:rp;rp;lf(95):rp:rp;lf(80):dr:dr;il(51):dr:dr;il(74):rp:rp;il(64):dr:rp;dr;il(55):dr:rp;rp;rp;il(65):dr:rp;ds(40:dr:dr;lf(99):rp:rp;dr;il(26):dr:dr;il(14):dr:rp;ds(25:dr:rp;lf(68):rp:rp;il(37):rp:rp;ds(16:dr:dr;il(82):rp:dr;ds(92:rp:rp;rp;dr;lf(50):rp:dr;il(98):rp:dr;rp;ds(73:rp:rp;rp;dr;lf(96):dr:dr;il(72):dr:dr;lf(71):dr:rp;lf(50):dr:rp;rp;il(22):dr:dr;il(55):rp:rp;lf(13):rp:dr;ds(85:rp:dr;,3490
